Section,Measure,Unit,Year,Value
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2019,0.09
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2020,0.09
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2021,0.1
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2022,0.09
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2023,0.09
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2009,0.14
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2010,0.14
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2011,0.16
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2012,0.16
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2013,0.17
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2014,0.18
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2015,0.19
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2016,0.17
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2017,0.16
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2018,0.15
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2019,0.14
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2020,0.15
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2021,0.14
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2022,0.13
Access to drinking water and sewage treatment,Industry electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2023,0.13
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2009,9.06
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2010,9.14
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2011,9.19
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2012,9.79
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2013,9.79
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2014,9.79
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2015,9.79
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2016,9.8
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2017,9.8
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2018,9.91
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2019,9.91
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2020,9.91
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2021,9.91
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2022,9.91
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2023,9.96
Access to drinking water and sewage treatment,Terrestrial protected area 1,Percentage of area,2024,9.96
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2009,375437.12
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2010,402844.03
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2011,432654.47
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2012,453421.91
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2013,480627.22
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2014,500813.56
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2015,506823.31
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2016,512398.38
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2017,533406.75
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2018,555276.38
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2019,580263.81
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2020,565757.25
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2021,590084.75
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2022,608967.56
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2023,640024.81
Access to drinking water and sewage treatment,Real GDP 1,"US dollars, PPP converted, Millions, 2020",2024,593238.38
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2009,41.01
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2010,44.01
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2011,47.26
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2012,49.53
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2013,52.51
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2014,54.71
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2015,55.37
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2016,55.98
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2017,58.27
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2018,60.66
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2019,63.39
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2020,61.81
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2021,64.46
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2022,66.53
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2023,69.92
Access to drinking water and sewage treatment,Real GDP 1,"Index, Millions, 2000",2024,64.81
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2009,3.47
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2010,3.2
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2011,2.94
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2012,3.1
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2013,2.99
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2014,3.04
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2015,3.19
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2016,3.17
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2017,2.99
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2018,2.89
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2019,2.79
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2020,3.09
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2021,3.22
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2022,3.49
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of GDP,2023,3.9
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2009,16.39
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2010,13.45
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2011,11.51
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2012,13.01
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2013,13.24
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2014,14.42
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2015,20.53
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2016,21.22
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2017,18.66
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2018,17.05
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2019,16.76
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2020,21.98
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2021,20.63
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2022,17.68
Access to drinking water and sewage treatment,Labour tax revenue 2,Percentage of tax revenue,2023,20.09
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2009,22589.69
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2010,23926.39
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2011,25351.84
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2012,26200.11
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2013,27376.02
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2014,28109.88
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2015,28025.8
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2016,27902.94
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2017,28597.94
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2018,29328.92
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2019,30207.04
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2020,29039.82
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2021,29887.39
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2022,30395.78
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2023,31481.63
Access to drinking water and sewage treatment,Real GDP per capita 1,"US dollars per person, PPP converted, 2020",2024,28808.37
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2009,147.5
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2010,147.35
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2011,146.62
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2012,149.11
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2013,152.13
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2014,179.19
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2015,221.73
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2016,342.16
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2017,326.0
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2018,344.71
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2019,382.75
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2020,412.95
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2021,425.91
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2022,460.17
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2023,456.17
Access to drinking water and sewage treatment,Nominal exchange rate 0,National currency per US dollar,2024,456.13
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2009,58.85
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2010,69.51
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2011,82.09
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2012,83.87
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2013,86.32
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2014,92.95
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2015,100.55
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2016,111.1
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2017,121.61
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2018,130.11
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2019,126.17
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2020,124.88
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2021,129.06
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2022,144.29
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2023,153.01
Access to drinking water and sewage treatment,Purchasing power parity 1,National currency per US dollar,2024,159.55
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2009,36.28
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2010,43.37
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2011,52.28
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2012,54.78
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2013,59.98
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2014,63.44
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2015,64.6
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2016,73.41
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2017,81.64
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2018,89.15
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2019,95.96
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2020,100.0
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2021,113.93
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2022,136.45
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2023,149.9
Access to drinking water and sewage treatment,GDP deflator 1,"Index, 2020",2024,160.35
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2009,46.09
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2010,49.5
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2011,53.68
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2012,56.47
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2013,59.83
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2014,63.93
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2015,68.2
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2016,77.99
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2017,83.8
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2018,88.96
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2019,93.7
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2020,100.0
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2021,108.04
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2022,124.28
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2023,142.58
Access to drinking water and sewage treatment,Consumer price index 1,"Index, 2020",2024,154.52
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2009,16619.85
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2010,16836.81
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2011,17066.0
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2012,17306.11
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2013,17556.5
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2014,17816.28
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2015,18084.17
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2016,18363.6
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2017,18651.93
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2018,18932.73
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2019,19209.56
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2020,19482.12
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2021,19743.6
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2022,20034.61
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2023,20330.1
Access to drinking water and sewage treatment,Population 1,"Persons, Thousands",2024,20592.57
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2009,52.21
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2010,52.2
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2011,52.19
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2012,52.17
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2013,52.14
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2014,52.11
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2015,52.07
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2016,52.03
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2017,51.99
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2018,51.87
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2019,51.67
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2020,51.48
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2021,51.37
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2022,51.34
Access to drinking water and sewage treatment,Female population 1,Percentage of population,2023,51.32
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2009,25.11
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2010,25.37
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2011,25.73
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2012,26.17
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2013,26.66
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2014,27.17
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2015,27.67
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2016,28.14
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2017,28.53
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2018,28.81
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2019,29.01
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2020,29.21
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2021,29.48
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2022,29.63
Access to drinking water and sewage treatment,"Population, ages 0-14 1",Percentage of population,2023,29.54
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2009,68.13
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2010,68.12
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2011,67.89
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2012,67.45
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2013,66.88
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2014,66.23
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2015,65.56
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2016,64.92
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2017,64.34
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2018,63.89
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2019,63.51
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2020,63.14
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2021,62.74
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2022,62.39
Access to drinking water and sewage treatment,"Population, ages 15-64 1",Percentage of population,2023,62.15
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2009,6.75
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2010,6.5
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2011,6.38
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2012,6.38
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2013,6.46
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2014,6.6
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2015,6.76
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2016,6.94
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2017,7.12
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2018,7.3
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2019,7.48
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2020,7.65
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2021,7.78
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2022,7.99
Access to drinking water and sewage treatment,"Population, ages 65 and above 1",Percentage of population,2023,8.31
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2009,2.58
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2010,2.61
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2011,2.6
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2012,2.64
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2013,2.67
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2014,2.76
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2015,2.76
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2016,2.8
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2017,2.74
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2018,2.85
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2019,2.89
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2020,3.13
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2021,3.32
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2022,3.05
Access to drinking water and sewage treatment,Total fertility rate 1,Live births per woman,2023,3.01
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2009,67.46
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2010,68.26
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2011,69.11
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2012,69.94
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2013,70.72
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2014,71.42
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2015,72.02
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2016,72.55
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2017,73.0
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2018,73.37
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2019,73.66
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2020,71.19
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2021,70.13
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2022,73.5
Access to drinking water and sewage treatment,Life expectancy at birth 1,Years,2023,74.4
Access to drinking water and sewage treatment,Net migration 1,Persons,2009,-0.47
Access to drinking water and sewage treatment,Net migration 1,Persons,2010,-0.41
Access to drinking water and sewage treatment,Net migration 1,Persons,2011,-0.18
Access to drinking water and sewage treatment,Net migration 1,Persons,2012,-0.26
Access to drinking water and sewage treatment,Net migration 1,Persons,2013,-0.22
Access to drinking water and sewage treatment,Net migration 1,Persons,2014,-0.57
Access to drinking water and sewage treatment,Net migration 1,Persons,2015,-0.11
Access to drinking water and sewage treatment,Net migration 1,Persons,2016,0.52
Access to drinking water and sewage treatment,Net migration 1,Persons,2017,1.14
Access to drinking water and sewage treatment,Net migration 1,Persons,2018,-0.35
Access to drinking water and sewage treatment,Net migration 1,Persons,2019,0.14
Access to drinking water and sewage treatment,Net migration 1,Persons,2020,-0.45
Access to drinking water and sewage treatment,Net migration 1,Persons,2021,-0.5
Access to drinking water and sewage treatment,Net migration 1,Persons,2022,2.28
Access to drinking water and sewage treatment,Net migration 1,Persons,2023,-0.24
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2009,6.16
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2010,6.24
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2011,6.32
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2012,6.41
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2013,6.5
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2014,6.6
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2015,6.7
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2016,6.8
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2017,6.91
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2018,7.01
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2019,7.12
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2020,7.22
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2021,7.31
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2022,7.42
Access to drinking water and sewage treatment,Population density 2,Inhabitants per square kilometre,2023,7.53
Land resources 1,Built-up area 0,Percentage of land area,2010,0.07
Land resources 1,Built-up area 0,Percentage of land area,2015,0.08
Land resources 1,Built-up area 0,Percentage of land area,2020,0.09
Land resources 1,Built-up area 0,Percentage of land area,2025,0.09
Land resources 1,Built-up area per capita 0,Square metres per person,2010,119.39
Land resources 1,Built-up area per capita 0,Square metres per person,2015,121.02
Land resources 1,Built-up area per capita 0,Square metres per person,2020,121.44
Land resources 1,Built-up area per capita 0,Square metres per person,2025,117.52
Land resources 1,Natural and semi-natural vegetated land 0,Percentage of area,2010,61.78
Land resources 1,Natural and semi-natural vegetated land 0,Percentage of area,2015,61.98
Land resources 1,Natural and semi-natural vegetated land 0,Percentage of area,2020,61.5
Land resources 1,Natural and semi-natural vegetated land 0,Percentage of area,2022,61.6
Land resources 1,Bare land 0,Percentage of area,2010,35.72
Land resources 1,Bare land 0,Percentage of area,2015,35.65
Land resources 1,Bare land 0,Percentage of area,2020,35.03
Land resources 1,Bare land 0,Percentage of area,2022,35.14
Land resources 1,Cropland 0,Percentage of area,2010,22.93
Land resources 1,Cropland 0,Percentage of area,2015,23.06
Land resources 1,Cropland 0,Percentage of area,2020,24.03
Land resources 1,Cropland 0,Percentage of area,2022,24.06
Land resources 1,Artifical surfaces 0,Percentage of area,2010,0.12
Land resources 1,Artifical surfaces 0,Percentage of area,2015,0.14
